country,country_ja,region,region_ja,year,population,life_expectancy,fertility
Iceland,アイスランド,Europe & Central Asia,ヨーロッパ・中央アジア,2000,281462,80.35,2.07
Iceland,アイスランド,Europe & Central Asia,ヨーロッパ・中央アジア,2005,297029,81.61,2.05
India,インド,South Asia,南アジア,1955,398577992,45.84,5.91
India,インド,South Asia,南アジア,1960,445954579,45.75,5.91
India,インド,South Asia,南アジア,1965,500114346,45.71,5.92
India,インド,South Asia,南アジア,1970,557501301,49.33,5.62
India,インド,South Asia,南アジア,1975,623524219,51.59,5.2
India,インド,South Asia,南アジア,1980,696828385,55.17,4.78
India,インド,South Asia,南アジア,1985,780242084,57.3,4.43
India,インド,South Asia,南アジア,1990,870452165,59.58,4.05
India,インド,South Asia,南アジア,1995,964279129,61.74,3.65
India,インド,South Asia,南アジア,2000,1059633675,62.94,3.35
India,インド,South Asia,南アジア,2005,1154638713,65.39,2.96
Indonesia,インドネシア,East Asia & Pacific,東アジア・太平洋,1955,77741502,45.7,5.46
Indonesia,インドネシア,East Asia & Pacific,東アジア・太平洋,1960,88382881,48.63,5.58
Indonesia,インドネシア,East Asia & Pacific,東アジア・太平洋,1965,101157868,51.24,5.62
Indonesia,インドネシア,East Asia & Pacific,東アジア・太平洋,1970,115228394,54.09,5.45
Indonesia,インドネシア,East Asia & Pacific,東アジア・太平洋,1975,131213215,56.92,5.04
Indonesia,インドネシア,East Asia & Pacific,東アジア・太平洋,1980,148177096,59.71,4.49
Indonesia,インドネシア,East Asia & Pacific,東アジア・太平洋,1985,165791694,62.11,3.71
Indonesia,インドネシア,East Asia & Pacific,東アジア・太平洋,1990,182159874,64.05,3.1
Indonesia,インドネシア,East Asia & Pacific,東アジア・太平洋,1995,198140162,66.04,2.8
Indonesia,インドネシア,East Asia & Pacific,東アジア・太平洋,2000,214072421,67.24,2.54
Indonesia,インドネシア,East Asia & Pacific,東アジア・太平洋,2005,228805144,68.26,2.43
Iran,イラン,Middle East & North Africa,中東・北アフリカ,1955,18873864,41.21,6.99
Iran,イラン,Middle East & North Africa,中東・北アフリカ,1960,21388806,44.48,7.21
Iran,イラン,Middle East & North Africa,中東・北アフリカ,1965,24667026,48.71,7.07
Iran,イラン,Middle East & North Africa,中東・北アフリカ,1970,28449705,54.51,6.71
Iran,イラン,Middle East & North Africa,中東・北アフリカ,1975,32856976,61.47,6.01
Iran,イラン,Middle East & North Africa,中東・北アフリカ,1980,38520664,64.7,6.58
Iran,イラン,Middle East & North Africa,中東・北アフリカ,1985,47266160,66.31,6.26
Iran,イラン,Middle East & North Africa,中東・北アフリカ,1990,55793629,66.68,4.86
Iran,イラン,Middle East & North Africa,中東・北アフリカ,1995,60794809,70.37,2.89
Iran,イラン,Middle East & North Africa,中東・北アフリカ,2000,65544383,71.94,2.02
Iran,イラン,Middle East & North Africa,中東・北アフリカ,2005,70182594,73.55,1.78
Iraq,イラク,Middle East & North Africa,中東・北アフリカ,1955,6405686,58.52,6.19
Iraq,イラク,Middle East & North Africa,中東・北アフリカ,1960,7084678,60.49,5.54
Iraq,イラク,Middle East & North Africa,中東・北アフリカ,1965,8270544,61.13,6.96
Iraq,イラク,Middle East & North Africa,中東・北アフリカ,1970,9811347,62.78,7.08
Iraq,イラク,Middle East & North Africa,中東・北アフリカ,1975,11617622,64.23,6.88
Iraq,イラク,Middle East & North Africa,中東・北アフリカ,1980,13653369,64.51,6.57
Iraq,イラク,Middle East & North Africa,中東・北アフリカ,1985,15753856,62.73,6.25
Iraq,イラク,Middle East & North Africa,中東・北アフリカ,1990,17658381,67.0,5.88
Iraq,イラク,Middle East & North Africa,中東・北アフリカ,1995,20948858,67.16,5.4
Iraq,イラク,Middle East & North Africa,中東・北アフリカ,2000,24628858,68.64,4.95
Iraq,イラク,Middle East & North Africa,中東・北アフリカ,2005,28698684,67.68,4.48
Ireland,アイルランド,Europe & Central Asia,ヨーロッパ・中央アジア,1955,2886368,68.52,3.41
Ireland,アイルランド,Europe & Central Asia,ヨーロッパ・中央アジア,1960,2811067,70.12,3.8
Ireland,アイルランド,Europe & Central Asia,ヨーロッパ・中央アジア,1965,2852401,70.75,4.02
Ireland,アイルランド,Europe & Central Asia,ヨーロッパ・中央アジア,1970,2937637,71.23,3.85
Ireland,アイルランド,Europe & Central Asia,ヨーロッパ・中央アジア,1975,3157919,71.74,3.37
Ireland,アイルランド,Europe & Central Asia,ヨーロッパ・中央アジア,1980,3391387,72.69,3.2
Ireland,アイルランド,Europe & Central Asia,ヨーロッパ・中央アジア,1985,3505769,73.8,2.48
Ireland,アイルランド,Europe & Central Asia,ヨーロッパ・中央アジア,1990,3485374,74.98,2.11
Ireland,アイルランド,Europe & Central Asia,ヨーロッパ・中央アジア,1995,3579482,75.74,1.85
Ireland,アイルランド,Europe & Central Asia,ヨーロッパ・中央アジア,2000,3768950,76.77,1.89
Ireland,アイルランド,Europe & Central Asia,ヨーロッパ・中央アジア,2005,4121216,79.1,1.87
Israel,イスラエル,Middle East & North Africa,中東・北アフリカ,1955,1564960,70.25,4.06
Israel,イスラエル,Middle East & North Africa,中東・北アフリカ,1960,1902247,71.82,4.0
Israel,イスラエル,Middle East & North Africa,中東・北アフリカ,1965,2361088,71.68,4.02
Israel,イスラエル,Middle East & North Africa,中東・北アフリカ,1970,2907307,71.7,4.11
Israel,イスラエル,Middle East & North Africa,中東・北アフリカ,1975,3388086,72.4,3.84
Israel,イスラエル,Middle East & North Africa,中東・北アフリカ,1980,3744608,74.16,3.3
Israel,イスラエル,Middle East & North Africa,中東・北アフリカ,1985,4182681,75.58,3.27
Israel,イスラエル,Middle East & North Africa,中東・北アフリカ,1990,4803254,77.31,3.18
Israel,イスラエル,Middle East & North Africa,中東・北アフリカ,1995,5478734,77.8,2.94
Israel,イスラエル,Middle East & North Africa,中東・北アフリカ,2000,6116958,78.87,2.95
Israel,イスラエル,Middle East & North Africa,中東・北アフリカ,2005,6714124,80.27,2.84
Italy,イタリア,Europe & Central Asia,ヨーロッパ・中央アジア,1955,48130728,68.43,2.31
Italy,イタリア,Europe & Central Asia,ヨーロッパ・中央アジア,1960,49517707,69.86,2.38
Italy,イタリア,Europe & Central Asia,ヨーロッパ・中央アジア,1965,51452854,70.87,2.59
Italy,イタリア,Europe & Central Asia,ヨーロッパ・中央アジア,1970,53324036,71.81,2.39
Italy,イタリア,Europe & Central Asia,ヨーロッパ・中央アジア,1975,55093989,72.86,2.17
Italy,イタリア,Europe & Central Asia,ヨーロッパ・中央アジア,1980,56329482,74.2,1.64
Italy,イタリア,Europe & Central Asia,ヨーロッパ・中央アジア,1985,56636465,75.79,1.42
Italy,イタリア,Europe & Central Asia,ヨーロッパ・中央アジア,1990,56756561,77.16,1.33
Italy,イタリア,Europe & Central Asia,ヨーロッパ・中央アジア,1995,56885126,78.22,1.19
Italy,イタリア,Europe & Central Asia,ヨーロッパ・中央アジア,2000,56966397,79.64,1.25
Italy,イタリア,Europe & Central Asia,ヨーロッパ・中央アジア,2005,58199876,80.99,1.34
Jamaica,ジャマイカ,America,アメリカ大陸,1955,1552883,62.15,4.6
Jamaica,ジャマイカ,America,アメリカ大陸,1960,1642331,65.14,5.54
Jamaica,ジャマイカ,America,アメリカ大陸,1965,1746977,66.84,5.76
Jamaica,ジャマイカ,America,アメリカ大陸,1970,1859091,68.87,5.64
Jamaica,ジャマイカ,America,アメリカ大陸,1975,2003094,71.03,4.5
Jamaica,ジャマイカ,America,アメリカ大陸,1980,2135546,73.82,3.73
Jamaica,ジャマイカ,America,アメリカ大陸,1985,2292030,73.07,3.31
Jamaica,ジャマイカ,America,アメリカ大陸,1990,2392030,75.32,2.85
Jamaica,ジャマイカ,America,アメリカ大陸,1995,2509372,75.28,2.88
Jamaica,ジャマイカ,America,アメリカ大陸,2000,2612205,74.64,2.21
Jamaica,ジャマイカ,America,アメリカ大陸,2005,2676863,77.42,2.06
Japan,日本,East Asia & Pacific,東アジア・太平洋,1955,90090281,66.12,2.41
Japan,日本,East Asia & Pacific,東アジア・太平洋,1960,94464839,68.31,2.01
Japan,日本,East Asia & Pacific,東アジア・太平洋,1965,99468746,70.86,2.12
Japan,日本,East Asia & Pacific,東アジア・太平洋,1970,105416839,72.65,2.09
Japan,日本,East Asia & Pacific,東アジア・太平洋,1975,112411640,74.77,1.94
Japan,日本,East Asia & Pacific,東アジア・太平洋,1980,117624196,76.57,1.75
Japan,日本,East Asia & Pacific,東アジア・太平洋,1985,121119031,78.16,1.74
Japan,日本,East Asia & Pacific,東アジア・太平洋,1990,123686321,79.41,1.53
Japan,日本,East Asia & Pacific,東アジア・太平洋,1995,125433969,80.24,1.42
Japan,日本,East Asia & Pacific,東アジア・太平洋,2000,126803861,81.57,1.37
Japan,日本,East Asia & Pacific,東アジア・太平洋,2005,127798373,82.5,1.27
Kenya,ケニア,Sub-Saharan Africa,サブサハラアフリカ,1955,6558870,50.93,7.54
Kenya,ケニア,Sub-Saharan Africa,サブサハラアフリカ,1960,7751435,54.29,7.71
Kenya,ケニア,Sub-Saharan Africa,サブサハラアフリカ,1965,9417207,56.31,8.04
Kenya,ケニア,Sub-Saharan Africa,サブサハラアフリカ,1970,11473087,58.15,8.02
Kenya,ケニア,Sub-Saharan Africa,サブサハラアフリカ,1975,13651908,60.24,7.88
Kenya,ケニア,Sub-Saharan Africa,サブサハラアフリカ,1980,16187124,62.21,7.6
Kenya,ケニア,Sub-Saharan Africa,サブサハラアフリカ,1985,19452161,63.39,6.98
Kenya,ケニア,Sub-Saharan Africa,サブサハラアフリカ,1990,23162269,62.12,6.13
Kenya,ケニア,Sub-Saharan Africa,サブサハラアフリカ,1995,26878347,57.04,5.37
Kenya,ケニア,Sub-Saharan Africa,サブサハラアフリカ,2000,30851606,54.83,5.14
Kenya,ケニア,Sub-Saharan Africa,サブサハラアフリカ,2005,35843010,56.51,4.78
Lebanon,レバノン,Middle East & North Africa,中東・北アフリカ,1955,1556327,62.08,5.78
Lebanon,レバノン,Middle East & North Africa,中東・北アフリカ,1960,1798092,64.87,5.8
Lebanon,レバノン,Middle East & North Africa,中東・北アフリカ,1965,2087445,66.56,5.63
Lebanon,レバノン,Middle East & North Africa,中東・北アフリカ,1970,2381791,67.59,5.17
Lebanon,レバノン,Middle East & North Africa,中東・北アフリカ,1975,2691586,62.04,4.56
Lebanon,レバノン,Middle East & North Africa,中東・北アフリカ,1980,2963702,69.41,4.03
Lebanon,レバノン,Middle East & North Africa,中東・北アフリカ,1985,3226750,65.13,3.59
Lebanon,レバノン,Middle East & North Africa,中東・北アフリカ,1990,3593700,69.92,3.3
Lebanon,レバノン,Middle East & North Africa,中東・北アフリカ,1995,3959640,73.15,2.78
Lebanon,レバノン,Middle East & North Africa,中東・北アフリカ,2000,4320642,74.82,2.5
Lebanon,レバノン,Middle East & North Africa,中東・北アフリカ,2005,4643044,75.44,2.2
Mexico,メキシコ,America,アメリカ大陸,1955,31452141,53.59,6.75
Mexico,メキシコ,America,アメリカ大陸,1960,36268055,57.15,6.77
Mexico,メキシコ,America,アメリカ大陸,1965,42737991,59.87,6.81
Mexico,メキシコ,America,アメリカ大陸,1970,50289306,61.44,6.55
Mexico,メキシコ,America,アメリカ大陸,1975,58691882,64.21,5.79
Mexico,メキシコ,America,アメリカ大陸,1980,67705186,66.19,4.78
Mexico,メキシコ,America,アメリカ大陸,1985,74872006,68.62,4.09
Mexico,メキシコ,America,アメリカ大陸,1990,81720428,70.85,3.45
Mexico,メキシコ,America,アメリカ大陸,1995,89969572,72.35,3.04
Mexico,メキシコ,America,アメリカ大陸,2000,97873442,74.21,2.72
Mexico,メキシコ,America,アメリカ大陸,2005,105442402,75.01,2.5
Netherlands,オランダ,Europe & Central Asia,ヨーロッパ・中央アジア,1955,10767906,72.62,3.04
Netherlands,オランダ,Europe & Central Asia,ヨーロッパ・中央アジア,1960,11493117,73.5,3.12
Netherlands,オランダ,Europe & Central Asia,ヨーロッパ・中央アジア,1965,12275791,73.69,3.02
Netherlands,オランダ,Europe & Central Asia,ヨーロッパ・中央アジア,1970,13037686,73.73,2.57
Netherlands,オランダ,Europe & Central Asia,ヨーロッパ・中央アジア,1975,13663969,74.68,1.67
Netherlands,オランダ,Europe & Central Asia,ヨーロッパ・中央アジア,1980,14130387,75.88,1.6
Netherlands,オランダ,Europe & Central Asia,ヨーロッパ・中央アジア,1985,14515704,76.49,1.51
Netherlands,オランダ,Europe & Central Asia,ヨーロッパ・中央アジア,1990,14944548,77.16,1.61
Netherlands,オランダ,Europe & Central Asia,ヨーロッパ・中央アジア,1995,15446668,77.69,1.54
Netherlands,オランダ,Europe & Central Asia,ヨーロッパ・中央アジア,2000,15899135,78.28,1.72
Netherlands,オランダ,Europe & Central Asia,ヨーロッパ・中央アジア,2005,16261831,79.63,1.71
New Zealand,ニュージーランド,East Asia & Pacific,東アジア・太平洋,1955,2140976,70.62,3.73
New Zealand,ニュージーランド,East Asia & Pacific,東アジア・太平洋,1960,2381189,71.22,4.06
New Zealand,ニュージーランド,East Asia & Pacific,東アジア・太平洋,1965,2638316,71.46,3.48
New Zealand,ニュージーランド,East Asia & Pacific,東アジア・太平洋,1970,2824061,71.64,3.17
New Zealand,ニュージーランド,East Asia & Pacific,東アジア・太平洋,1975,3095428,72.39,2.37
New Zealand,ニュージーランド,East Asia & Pacific,東アジア・太平洋,1980,3147168,73.37,2.03
New Zealand,ニュージーランド,East Asia & Pacific,東アジア・太平洋,1985,3268356,74.22,1.93
New Zealand,ニュージーランド,East Asia & Pacific,東アジア・太平洋,1990,3397389,75.55,2.17
New Zealand,ニュージーランド,East Asia & Pacific,東アジア・太平洋,1995,3673893,76.75,1.98
New Zealand,ニュージーランド,East Asia & Pacific,東アジア・太平洋,2000,3855266,78.39,1.98
New Zealand,ニュージーランド,East Asia & Pacific,東アジア・太平洋,2005,4132781,79.8,1.96
Nigeria,ナイジェリア,Sub-Saharan Africa,サブサハラアフリカ,1955,40839223,45.86,6.38
Nigeria,ナイジェリア,Sub-Saharan Africa,サブサハラアフリカ,1960,44928342,46.81,6.36
Nigeria,ナイジェリア,Sub-Saharan Africa,サブサハラアフリカ,1965,49925799,48.15,6.36
Nigeria,ナイジェリア,Sub-Saharan Africa,サブサハラアフリカ,1970,55569264,49.05,6.47
Nigeria,ナイジェリア,Sub-Saharan Africa,サブサハラアフリカ,1975,62851312,52.01,6.77
Nigeria,ナイジェリア,Sub-Saharan Africa,サブサハラアフリカ,1980,72951439,54.06,6.85
Nigeria,ナイジェリア,Sub-Saharan Africa,サブサハラアフリカ,1985,83585251,54.91,6.62
Nigeria,ナイジェリア,Sub-Saharan Africa,サブサハラアフリカ,1990,95214257,54.69,6.46
Nigeria,ナイジェリア,Sub-Saharan Africa,サブサハラアフリカ,1995,108187610,54.63,6.27
Nigeria,ナイジェリア,Sub-Saharan Africa,サブサハラアフリカ,2000,122851984,54.63,6.12
Nigeria,ナイジェリア,Sub-Saharan Africa,サブサハラアフリカ,2005,140490722,56.63,6.07
North Korea,北朝鮮,East Asia & Pacific,東アジア・太平洋,1955,10360269,43.46,4.09
North Korea,北朝鮮,East Asia & Pacific,東アジア・太平洋,1960,11655666,47.62,3.82
North Korea,北朝鮮,East Asia & Pacific,東アジア・太平洋,1965,13105946,52.29,3.62
North Korea,北朝鮮,East Asia & Pacific,東アジア・太平洋,1970,14996879,57.11,3.85
North Korea,北朝鮮,East Asia & Pacific,東アジア・太平洋,1975,16723252,61.11,3.05
North Korea,北朝鮮,East Asia & Pacific,東アジア・太平洋,1980,17973650,64.05,2.84
North Korea,北朝鮮,East Asia & Pacific,東アジア・太平洋,1985,19325487,66.17,2.58
North Korea,北朝鮮,East Asia & Pacific,東アジア・太平洋,1990,20799523,67.97,2.35
North Korea,北朝鮮,East Asia & Pacific,東アジア・太平洋,1995,22385536,61.83,2.16
North Korea,北朝鮮,East Asia & Pacific,東アジア・太平洋,2000,23367059,63.9,1.97
North Korea,北朝鮮,East Asia & Pacific,東アジア・太平洋,2005,24100982,70.01,1.96
Norway,ノルウェー,Europe & Central Asia,ヨーロッパ・中央アジア,1955,3429090,73.21,2.77
Norway,ノルウェー,Europe & Central Asia,ヨーロッパ・中央アジア,1960,3581520,73.4,2.87
Norway,ノルウェー,Europe & Central Asia,ヨーロッパ・中央アジア,1965,3723510,73.64,2.94
Norway,ノルウェー,Europe & Central Asia,ヨーロッパ・中央アジア,1970,3875546,74.25,2.52
Norway,ノルウェー,Europe & Central Asia,ヨーロッパ・中央アジア,1975,4007466,75.12,1.98
Norway,ノルウェー,Europe & Central Asia,ヨーロッパ・中央アジア,1980,4085776,75.96,1.72
Norway,ノルウェー,Europe & Central Asia,ヨーロッパ・中央アジア,1985,4152637,76.35,1.68
Norway,ノルウェー,Europe & Central Asia,ヨーロッパ・中央アジア,1990,4241636,76.86,1.93
Norway,ノルウェー,Europe & Central Asia,ヨーロッパ・中央アジア,1995,4359333,78.04,1.87
Norway,ノルウェー,Europe & Central Asia,ヨーロッパ・中央アジア,2000,4491202,78.9,1.85
Norway,ノルウェー,Europe & Central Asia,ヨーロッパ・中央アジア,2005,4623689,80.37,1.84
Pakistan,パキスタン,South Asia,南アジア,1955,41023128,48.64,6.73
Pakistan,パキスタン,South Asia,南アジア,1960,45954226,51.32,6.75
Pakistan,パキスタン,South Asia,南アジア,1965,51841626,54.62,6.78
Pakistan,パキスタン,South Asia,南アジア,1970,59290872,57.08,6.8
Pakistan,パキスタン,South Asia,南アジア,1975,68126999,59.03,6.81
Pakistan,パキスタン,South Asia,南アジア,1980,80624057,60.24,6.73
Pakistan,パキスタン,South Asia,南アジア,1985,97121552,60.88,6.59
Pakistan,パキスタン,South Asia,南アジア,1990,115414069,61.05,6.36
Pakistan,パキスタン,South Asia,南アジア,1995,133117476,60.34,5.89
Pakistan,パキスタン,South Asia,南アジア,2000,154369924,61.04,5.26
Pakistan,パキスタン,South Asia,南アジア,2005,174372098,61.05,4.64
Peru,ペルー,America,アメリカ大陸,1955,8825897,43.67,6.92
Peru,ペルー,America,アメリカ大陸,1960,10172207,47.26,6.92
Peru,ペルー,America,アメリカ大陸,1965,11781581,54.12,6.75
Peru,ペルー,America,アメリカ大陸,1970,13562371,48.63,6.32
Peru,ペルー,America,アメリカ大陸,1975,15441497,63.4,5.71
Peru,ペルー,America,アメリカ大陸,1980,17492406,65.1,5.04
Peru,ペルー,America,アメリカ大陸,1985,19746610,65.94,4.46
Peru,ペルー,America,アメリカ大陸,1990,22109099,69.24,3.91
Peru,ペルー,America,アメリカ大陸,1995,24449055,71.49,3.32
Peru,ペルー,America,アメリカ大陸,2000,26654439,74.61,2.85
Peru,ペルー,America,アメリカ大陸,2005,28147267,77.16,2.69
Philippines,フィリピン,East Asia & Pacific,東アジア・太平洋,1955,23027910,58.15,7.37
Philippines,フィリピン,East Asia & Pacific,東アジア・太平洋,1960,28486871,61.26,7.15
Philippines,フィリピン,East Asia & Pacific,東アジア・太平洋,1965,32805538,62.55,6.78
Philippines,フィリピン,East Asia & Pacific,東アジア・太平洋,1970,37435586,62.69,6.2
Philippines,フィリピン,East Asia & Pacific,東アジア・太平洋,1975,42394433,64.11,5.6
Philippines,フィリピン,East Asia & Pacific,東アジア・太平洋,1980,48419546,65.74,5.11
Philippines,フィリピン,East Asia & Pacific,東アジア・太平洋,1985,54812660,66.51,4.65
Philippines,フィリピン,East Asia & Pacific,東アジア・太平洋,1990,61558898,68.41,4.35
Philippines,フィリピン,East Asia & Pacific,東アジア・太平洋,1995,69250468,69.77,4.04
Philippines,フィリピン,East Asia & Pacific,東アジア・太平洋,2000,77958223,70.31,3.71
Philippines,フィリピン,East Asia & Pacific,東アジア・太平洋,2005,86261250,70.31,3.49
Poland,ポーランド,Europe & Central Asia,ヨーロッパ・中央アジア,1955,27099199,63.42,3.55
Poland,ポーランド,Europe & Central Asia,ヨーロッパ・中央アジア,1960,29509903,67.9,3.02
Poland,ポーランド,Europe & Central Asia,ヨーロッパ・中央アジア,1965,31224081,69.66,2.51
Poland,ポーランド,Europe & Central Asia,ヨーロッパ・中央アジア,1970,32482943,70.17,2.26
Poland,ポーランド,Europe & Central Asia,ヨーロッパ・中央アジア,1975,33899770,71.14,2.28
Poland,ポーランド,Europe & Central Asia,ヨーロッパ・中央アジア,1980,35521429,70.54,2.25
Poland,ポーランド,Europe & Central Asia,ヨーロッパ・中央アジア,1985,37179160,70.8,2.32
Poland,ポーランド,Europe & Central Asia,ヨーロッパ・中央アジア,1990,38064255,71.08,2.05
Poland,ポーランド,Europe & Central Asia,ヨーロッパ・中央アジア,1995,38401978,72.0,1.63
Poland,ポーランド,Europe & Central Asia,ヨーロッパ・中央アジア,2000,38504431,73.9,1.37
Poland,ポーランド,Europe & Central Asia,ヨーロッパ・中央アジア,2005,38575911,75.19,1.24
Portugal,ポルトガル,Europe & Central Asia,ヨーロッパ・中央アジア,1955,8665451,61.43,3.13
Portugal,ポルトガル,Europe & Central Asia,ヨーロッパ・中央アジア,1960,8882469,64.73,3.16
Portugal,ポルトガル,Europe & Central Asia,ヨーロッパ・中央アジア,1965,8899092,65.9,3.16
Portugal,ポルトガル,Europe & Central Asia,ヨーロッパ・中央アジア,1970,8683631,67.39,3.01
Portugal,ポルトガル,Europe & Central Asia,ヨーロッパ・中央アジア,1975,9202709,69.32,2.75
Portugal,ポルトガル,Europe & Central Asia,ヨーロッパ・中央アジア,1980,9785252,71.75,2.24
Portugal,ポルトガル,Europe & Central Asia,ヨーロッパ・中央アジア,1985,9996896,73.26,1.73
Portugal,ポルトガル,Europe & Central Asia,ヨーロッパ・中央アジア,1990,10007346,74.28,1.56
Portugal,ポルトガル,Europe & Central Asia,ヨーロッパ・中央アジア,1995,10051248,75.47,1.41
Portugal,ポルトガル,Europe & Central Asia,ヨーロッパ・中央アジア,2000,10300626,76.84,1.54
Portugal,ポルトガル,Europe & Central Asia,ヨーロッパ・中央アジア,2005,10523315,78.75,1.41
Rwanda,ルワンダ,Sub-Saharan Africa,サブサハラアフリカ,1955,2537919,38.94,8.09
Rwanda,ルワンダ,Sub-Saharan Africa,サブサハラアフリカ,1960,2966162,42.24,8.19
Rwanda,ルワンダ,Sub-Saharan Africa,サブサハラアフリカ,1965,3348631,42.85,8.2
Rwanda,ルワンダ,Sub-Saharan Africa,サブサハラアフリカ,1970,3896367,43.58,8.23
Rwanda,ルワンダ,Sub-Saharan Africa,サブサハラアフリカ,1975,4515756,45.02,8.22
Rwanda,ルワンダ,Sub-Saharan Africa,サブサハラアフリカ,1980,5247532,48.43,8.19
Rwanda,ルワンダ,Sub-Saharan Africa,サブサハラアフリカ,1985,6266752,51.49,7.73
Rwanda,ルワンダ,Sub-Saharan Africa,サブサハラアフリカ,1990,7319962,50.01,6.87
Rwanda,ルワンダ,Sub-Saharan Africa,サブサハラアフリカ,1995,5686897,46.41,6.32
Rwanda,ルワンダ,Sub-Saharan Africa,サブサハラアフリカ,2000,8109989,50.51,5.92
Rwanda,ルワンダ,Sub-Saharan Africa,サブサハラアフリカ,2005,9026299,58.22,5.44
Saudi Arabia,サウジアラビア,Middle East & North Africa,中東・北アフリカ,1955,3581910,52.56,7.43
Saudi Arabia,サウジアラビア,Middle East & North Africa,中東・北アフリカ,1960,4165563,54.34,7.52
Saudi Arabia,サウジアラビア,Middle East & North Africa,中東・北アフリカ,1965,4978922,56.93,7.61
Saudi Arabia,サウジアラビア,Middle East & North Africa,中東・北アフリカ,1970,6106191,59.81,7.58
Saudi Arabia,サウジアラビア,Middle East & North Africa,中東・北アフリカ,1975,7897544,63.63,7.37
Saudi Arabia,サウジアラビア,Middle East & North Africa,中東・北アフリカ,1980,10171710,66.06,7.19
Saudi Arabia,サウジアラビア,Middle East & North Africa,中東・北アフリカ,1985,12890245,67.54,6.7
Saudi Arabia,サウジアラビア,Middle East & North Africa,中東・北アフリカ,1990,16004763,68.08,5.83
Saudi Arabia,サウジアラビア,Middle East & North Africa,中東・北アフリカ,1995,18888857,69.4,4.95
Saudi Arabia,サウジアラビア,Middle East & North Africa,中東・北アフリカ,2000,21547390,70.37,4.12
Saudi Arabia,サウジアラビア,Middle East & North Africa,中東・北アフリカ,2005,24397644,71.16,3.24
South Africa,南アフリカ,Sub-Saharan Africa,サブサハラアフリカ,1955,14594129,53.04,6.2
South Africa,南アフリカ,Sub-Saharan Africa,サブサハラアフリカ,1960,16520441,53.93,6.16
South Africa,南アフリカ,Sub-Saharan Africa,サブサハラアフリカ,1965,19187194,55.19,5.96
South Africa,南アフリカ,Sub-Saharan Africa,サブサハラアフリカ,1970,22368306,56.69,5.63
South Africa,南アフリカ,Sub-Saharan Africa,サブサハラアフリカ,1975,25777964,58.3,5.19
South Africa,南アフリカ,Sub-Saharan Africa,サブサハラアフリカ,1980,29463549,59.52,4.78
South Africa,南アフリカ,Sub-Saharan Africa,サブサハラアフリカ,1985,33752964,61.92,4.5
South Africa,南アフリカ,Sub-Saharan Africa,サブサハラアフリカ,1990,39877570,64.18,3.72
South Africa,南アフリカ,Sub-Saharan Africa,サブサハラアフリカ,1995,43986084,62.93,3.17
South Africa,南アフリカ,Sub-Saharan Africa,サブサハラアフリカ,2000,46813266,55.58,2.41
South Africa,南アフリカ,Sub-Saharan Africa,サブサハラアフリカ,2005,49017147,52.1,2.51
South Korea,韓国,East Asia & Pacific,東アジア・太平洋,1955,22075008,55.9,6.07
South Korea,韓国,East Asia & Pacific,東アジア・太平洋,1960,25817529,59.11,6.0
South Korea,韓国,East Asia & Pacific,東アジア・太平洋,1965,29179407,61.36,5.02
South Korea,韓国,East Asia & Pacific,東アジア・太平洋,1970,32601143,63.57,4.41
South Korea,韓国,East Asia & Pacific,東アジア・太平洋,1975,35930694,65.73,3.41
South Korea,韓国,East Asia & Pacific,東アジア・太平洋,1980,38170501,67.33,2.72
South Korea,韓国,East Asia & Pacific,東アジア・太平洋,1985,41232709,69.87,1.75
South Korea,韓国,East Asia & Pacific,東アジア・太平洋,1990,44120039,72.13,1.6
South Korea,韓国,East Asia & Pacific,東アジア・太平洋,1995,45393418,74.34,1.63
South Korea,韓国,East Asia & Pacific,東アジア・太平洋,2000,46788591,76.34,1.42
South Korea,韓国,East Asia & Pacific,東アジア・太平洋,2005,47889573,78.78,1.1
Spain,スペイン,Europe & Central Asia,ヨーロッパ・中央アジア,1955,29095374,66.66,2.56
Spain,スペイン,Europe & Central Asia,ヨーロッパ・中央アジア,1960,30415591,69.45,2.78
Spain,スペイン,Europe & Central Asia,ヨーロッパ・中央アジア,1965,32112015,70.94,2.88
Spain,スペイン,Europe & Central Asia,ヨーロッパ・中央アジア,1970,33792617,72.02,2.83
Spain,スペイン,Europe & Central Asia,ヨーロッパ・中央アジア,1975,35760431,73.59,2.77
Spain,スペイン,Europe & Central Asia,ヨーロッパ・中央アジア,1980,37491666,75.51,2.21
Spain,スペイン,Europe & Central Asia,ヨーロッパ・中央アジア,1985,38471920,76.45,1.64
Spain,スペイン,Europe & Central Asia,ヨーロッパ・中央アジア,1990,38889889,76.96,1.36
Spain,スペイン,Europe & Central Asia,ヨーロッパ・中央アジア,1995,39814573,78.09,1.16
Spain,スペイン,Europe & Central Asia,ヨーロッパ・中央アジア,2000,40741651,79.47,1.22
Spain,スペイン,Europe & Central Asia,ヨーロッパ・中央アジア,2005,43685374,80.58,1.33
Switzerland,スイス,Europe & Central Asia,ヨーロッパ・中央アジア,1955,5002410,70.3,2.31
Switzerland,スイス,Europe & Central Asia,ヨーロッパ・中央アジア,1960,5328273,71.76,2.46
Switzerland,スイス,Europe & Central Asia,ヨーロッパ・中央アジア,1965,5857047,72.51,2.58
Switzerland,スイス,Europe & Central Asia,ヨーロッパ・中央アジア,1970,6181227,73.34,2.1
Switzerland,スイス,Europe & Central Asia,ヨーロッパ・中央アジア,1975,6338267,74.98,1.62
